size,room,year,floor,top_floor,price
53,2,1989,9,9,17500000
31,1,1976,1,5,10500000
36,1,1988,2,5,13800000
35,1,1990,5,5,12000000
43,2,1977,1,5,14800000
43,2,1980,5,5,13100000
31,1,1975,2,5,10500000
33,1,1969,4,4,9500000
45,2,1980,4,5,13800000
31,1,1987,1,5,11000000
45,2,1977,4,5,15800000
45,2,1967,3,5,13407000
33,1,1978,4,4,10400000
31,1,1976,1,5,10500000
40,1,1986,3,9,13000000
40,1,1986,3,9,13000000
43,2,1975,5,5,14300000
53,2,1981,4,5,18500000
61,3,1968,4,4,17700000
86,4,1987,4,5,45000000
45,2,1974,5,5,13800000
45,2,1970,2,4,14500000
32,1,1985,2,9,13000000
40,1,1987,2,5,14000000
43,2,1976,3,5,15300000
55,2,1978,5,7,17800000
45,2,1976,1,5,14800000
43,2,1978,4,5,13800000
40,1,1986,9,9,11500000
45,2,1975,4,5,15300000
33,1,1978,4,4,10400000
38,1,1981,5,5,12900000
45,2,1966,4,4,13300000
44,1,1987,5,5,14000000
36,1,1984,4,5,14000000
43,2,1980,4,5,15300000
34,1,1983,5,5,13400000
43,2,1979,4,5,15800000
31,1,1976,1,5,10500000
42,1,1979,2,9,14300000
33,1,1973,3,4,11000000
45,2,1973,5,5,14500000
52,2,1981,4,5,23000000
52,2,1981,4,5,23000000
35,1,1960,4,4,9800000
43,2,1965,1,4,14800000
120,3,2015,9,10,69000000
15,1,1984,3,5,4600000
33,1,1980,5,5,11000000
43,2,1981,5,5,13800000
39,1,1990,2,9,13800000
31,1,1968,1,4,12000000
43,2,1974,1,5,14300000
42,2,1975,2,5,14300000
36,1,1956,3,4,11600000
43,2,1974,5,5,12500000
40,1,1978,9,9,12300000
31,1,1965,3,4,11500000
40,1,1980,5,9,16500000
45,2,1964,1,4,14800000
45,2,1975,4,4,13990000
42,2,1977,2,5,13500000
42,1,1985,3,5,14500000
31,1,1970,3,4,11500000
41,1,1985,7,9,14000000
70,3,1985,6,9,20300000
40,1,2000,5,9,14800000
34,1,1983,5,5,13400000
70,3,1988,6,9,18500000
38,1,1986,5,5,14500000
67,3,1979,5,5,22500000
33,1,1969,4,4,9500000
40,1,1984,4,5,14200000
33,1,1978,4,4,10400000
40,1,1977,6,8,14300000
65,2,1968,2,4,26500000
72,4,1973,4,5,21500000
58,2,1962,2,4,22600000
77,3,1986,7,9,23000000
68,3,1986,8,9,23500000
63,3,1974,4,5,19100000
53,2,1983,8,9,22000000
59,3,1975,2,5,17850000
70,3,1982,5,5,25000000
53,2,1986,5,5,14700000
60,2,1980,6,9,24000000
35,1,1980,3,5,14500000
101,3,2009,4,15,44000000
60,3,1973,1,5,17850000
33,1,1965,3,4,10800000
36,1,1986,2,5,15000000
62,3,1974,5,5,17500000
34,1,1987,3,8,16350000
58,3,1974,2,4,19500000
61,3,1972,3,4,19300000
70,3,1985,6,9,21200000
53,2,1982,7,9,17000000
74,4,1976,4,5,25000000
40,1,1992,6,12,13000000
80,2,1988,6,9,32000000
63,3,1972,1,4,17350000
52,2,1981,4,5,18300000
61,3,1978,5,5,17850000
53,2,1982,7,9,17500000
55,3,1971,1,4,16000000
65,2,1968,2,4,26500000
31,1,1976,1,5,10500000
36,1,1988,2,5,13500000
59,3,1970,4,4,17350000
51,2,1982,4,5,20000000
70,3,1974,5,5,23500000
40,1,1986,9,9,11500000
53,2,1980,5,5,17000000
58,3,1970,1,4,15850000
82,4,1982,4,9,30000000
65,3,1986,3,5,20500000
53,2,1989,1,5,20500000
70,3,1982,8,9,21500000
37,1,1996,9,10,12000000
58,3,1976,1,4,17000000
65,3,1979,4,5,19500000
64,3,1982,4,5,18300000
59,2,1977,4,7,21000000
53,2,1986,5,5,14700000
33,1,1981,1,9,11500000
50,2,1979,4,5,20000000
42,1,1993,9,9,11200000
54,2,2006,3,15,19500000
41,1,1990,6,9,12000000
101,4,2004,9,9,54250000
58,3,1976,5,5,16500000
54,2,1985,3,9,17500000
35,1,1988,6,6,12000000
65,3,1977,1,5,19000000
56,3,1981,1,5,13850000
126,3,2012,7,18,42000000
60,3,1980,4,5,18850000
65,2,1968,3,5,21000000
136,3,2004,8,20,38500000
53,2,1981,4,5,18500000
61,3,1977,5,5,18350000
34,1,1980,4,5,14300000
33,1,1980,3,5,12000000
58,3,1970,2,4,18350000
56,3,1978,5,5,17000000
101,3,2009,4,15,44000000
58,3,1968,1,4,16350000
57,2,2001,5,10,22300000
43,1,1978,6,7,15300000
68,3,1986,8,9,23500000
44,1,1987,5,5,14000000
40,1,1987,7,9,11300000
32,1,1980,2,5,11800000
47,1,1983,5,5,15300000
85,2,2015,15,15,22000000
66,3,1985,7,9,23400000
43,2,1975,5,5,14300000
61,3,1980,4,5,16350000
53,2,1982,2,5,13000000
66,3,1995,5,9,45000000
50,2,1979,4,5,20300000
70,3,1988,6,9,18500000
52,2,1981,4,5,23000000
52,2,1996,1,5,16200000
50,2,1958,3,3,21000000
42,2,1961,4,4,16300000
73,2,2008,3,20,23400000
59,3,1978,2,5,17350000
68,3,1994,1,5,17300000
60,2,1989,6,9,18000000
65,3,1975,4,5,19350000
54,2,1990,4,5,25000000
80,3,1989,9,12,24300000
53,2,1981,4,5,18800000
65,3,1985,4,9,19300000
56,3,1984,5,5,14432000
58,3,1965,3,4,23000000
56,2,1987,6,9,18000000
72,3,1986,7,9,23000000
60,3,1980,4,5,19680000
64,3,1974,1,5,18350000
53,2,1980,8,9,18000000
65,3,1976,5,5,26700000
51,2,1989,2,5,21800000
58,3,1969,1,4,16000000
50,2,1988,5,5,22500000
65,3,1978,2,5,20000000
33,1,1987,4,5,12600000
43,2,1978,1,5,14800000
40,1,2004,7,10,14800000
49,2,1981,4,5,18300000
80,2,1988,6,9,32000000
50,2,1991,3,5,24000000
39,1,1990,2,9,14000000
58,3,1970,2,4,18350000
53,2,1982,7,9,17500000
53,2,2012,17,18,20850000
52,2,1981,4,5,18300000
47,1,1990,8,12,16000000
58,3,1980,5,5,16000000
60,3,1980,4,5,18850000
35,1,1988,2,5,13700000
59,3,1971,2,4,17500000
60,3,1974,5,5,19470000
36,1,1988,2,5,13800000
33,1,1980,4,5,11500000
44,2,1977,4,5,15500000
65,3,1952,1,2,15850000
33,1,1992,3,5,12300000
33,1,1977,5,5,11200000
51,2,1982,4,5,20000000
62,2,1987,2,5,20800000
92,4,1980,4,5,41500000
40,1,1986,3,9,13000000
35,1,1985,4,5,14500000
67,2,2011,19,21,21000000
31,1,1982,2,5,12800000
58,3,1974,3,5,19350000
44,2,1964,3,4,18300000
60,2,1985,8,9,21500000
53,2,1989,1,5,20500000
55,2,1973,2,5,18900000
58,3,1968,4,5,16850000
58,3,1978,3,5,21000000
35,1,1985,4,5,14500000
50,2,1979,4,5,20000000
82,2,1995,9,10,21000000
53,2,2015,10,18,19850000
67,3,1987,8,9,24000000
65,3,1975,4,5,19350000
54,2,1985,3,9,17500000
56,3,1974,5,5,15350000
40,1,1989,8,9,13800000
34,1,1968,4,4,10500000
52,2,1975,5,5,18600000
53,2,1983,2,5,16000000
43,2,1962,3,4,18000000
65,3,1978,2,5,20000000
58,3,1974,2,4,19500000
87,3,2017,5,12,32500000
57,3,1973,2,4,20000000
42,1,1991,4,9,11900000
40,1,1989,8,9,13800000
65,3,1978,3,5,20350000
63,3,1980,3,5,20000000
38,1,1994,8,9,12800000
47,1,1983,5,5,15300000
60,3,1980,4,5,19800000
52,2,1985,6,9,19000000
72,3,1986,8,9,25500000
60,3,1978,2,5,17850000
95,4,2011,7,9,34500000
57,2,2012,13,21,20500000
66,3,1973,4,5,20250000
63,3,1979,4,5,19500000
45,2,1986,7,9,20500000
86,2,2013,8,15,27500000
50,2,1959,3,4,26000000
97,3,2012,17,21,35000000
101,3,2009,4,15,44000000
62,3,1974,4,5,19100000
58,3,1961,3,4,23500000
59,3,1971,2,4,16300000
64,2,1980,5,5,26500000
60,3,1972,1,4,16000000
85,3,1978,7,8,39730000
90,3,1978,4,9,41000000
70,3,1982,5,5,24300000
70,3,1995,5,9,24500000
43,2,1978,2,5,15800000
50,2,1980,5,5,24000000
57,2,2001,5,10,22300000
54,2,1960,4,4,18500000
48,2,1971,2,5,17500000
54,2,1979,3,7,15300000
44,2,1978,5,5,18000000
62,3,1974,5,5,17500000
65,2,1984,9,18,22750000
51,2,1987,5,5,18500000
50,2,1959,3,4,26000000
45,1,1989,8,9,12000000
61,3,1972,3,4,19300000
70,3,1996,3,9,19300000
60,3,1980,4,5,19680000
52,2,1969,4,4,18000000
61,3,1978,5,5,17850000
89,4,1990,6,9,33000000
66,3,1973,4,5,20250000
69,3,1985,5,9,25000000
70,3,1986,8,9,21500000
40,1,1980,9,9,13000000
54,2,1972,5,5,18400000
70,3,1990,4,5,20300000
65,2,1984,9,18,22799000
64,2,1980,5,5,26500000
52,2,1985,1,5,17000000
79,3,1971,8,9,27200000
50,2,1969,2,4,18500000
33,1,1979,4,5,9900000
48,2,1971,2,5,17500000
50,2,1979,5,5,21500000
43,2,1978,4,5,14500000
60,3,1972,1,4,16000000
61,3,1970,2,4,19000000
74,3,1990,10,10,20300000
67,3,1980,1,5,16000000
50,2,1980,5,5,24000000
46,2,1968,4,4,17500000
93,3,2011,3,12,35000000
44,2,1970,2,4,14800000
33,1,1978,1,5,10900000
51,2,1989,1,5,21000000
96,3,1976,5,7,37500000
53,2,1989,9,9,17500000
66,2,2011,4,9,23800000
96,4,1968,4,6,38500000
48,2,1953,3,3,23000000
67,3,1970,3,4,18500000
30,1,1980,4,5,10800000
113,3,2009,9,10,45000000
75,4,1980,9,9,37490000
95,4,2011,7,9,34500000
43,2,1975,5,5,16000000
110,3,2012,9,9,41000000
43,2,1965,1,4,14350000
43,2,1976,3,5,15300000
59,3,1978,2,5,18500000
113,3,2008,8,9,29000000
30,1,1969,3,4,10800000
80,3,2011,7,22,29500000
58,3,1970,2,4,18500000
70,3,1987,8,9,28400000
65,3,1978,2,5,20000000
65,3,1979,4,5,19500000
61,3,1985,4,5,17800000
70,3,1996,3,13,19350000
63,2,2012,6,22,23500000
60,2,2008,11,21,27800000
65,3,1977,1,5,19000000
85,4,1984,5,5,25500000
140,3,2007,16,19,59040000
90,3,1979,4,9,40000000
58,3,1970,2,4,18350000
65,3,1991,3,9,25350000
33,1,1980,2,5,11500000
42,2,1977,2,5,13800000
64,3,1981,4,5,18000000
61,3,1980,4,5,16350000
59,3,1978,2,5,17350000
90,2,2006,5,19,43550000
65,2,2015,7,13,34000000
59,3,1964,1,4,17850000
83,3,1985,3,5,21648000
70,3,1985,8,9,23500000
40,1,1985,5,9,13000000
31,1,1979,4,4,10500000
58,3,1975,4,5,17500000
83,3,2012,15,21,26800000
52,2,1981,4,5,23000000
53,2,1980,8,9,18000000
70,3,1996,6,9,25300000
43,2,1979,4,5,15600000
56,2,1983,6,9,18000000
66,3,1983,4,5,17500000
70,3,1974,5,5,23500000
49,2,1978,5,5,16000000
70,3,1982,8,9,21500000
63,3,1985,2,5,27400000
43,2,1978,4,5,15000000
54,2,1985,2,9,20300000
56,3,1970,4,5,16600000
66,3,1985,7,9,23400000
65,3,1993,2,6,25100000
64,3,1986,8,9,23000000
53,2,1980,5,5,18500000
62,3,1974,5,5,17500000
61,3,1972,3,4,19300000
70,3,1978,3,5,30350000
43,2,1969,4,5,14300000
64,3,1976,2,5,26500000
30,1,1975,2,5,10000000
31,1,1974,2,5,10500000
96,3,1976,5,7,37500000
96,4,1968,4,6,38500000
36,1,1994,9,10,13000000
67,2,2011,19,21,21000000
54,2,1960,4,4,18500000
71,3,1961,2,4,24000000
48,2,1953,3,3,23000000
51,2,1987,5,5,18500000
54,2,2013,13,18,19000000
52,2,1969,4,4,18000000
60,3,1978,2,5,18500000
54,2,1972,3,4,23500000
50,2,1969,2,4,18500000
80,3,1991,3,9,27500000
110,3,1980,2,5,48000000
36,1,1987,4,9,12800000
55,2,1986,3,5,20000000
113,3,2008,8,9,29000000
46,2,1968,4,4,17500000
70,3,1961,3,4,24350000
75,4,1976,4,5,24000000
140,2,2009,10,10,49500000
55,2,1981,2,5,19500000
44,2,1975,4,5,15300000
51,2,1989,1,5,21000000
42,1,1989,2,5,13300000
58,3,1969,1,4,17000000
50,2,1976,6,7,20020200
37,1,1996,9,10,12500000
67,3,1981,4,9,25350000
35,1,1993,6,6,12000000
65,3,1991,3,9,25350000
62,3,1985,3,5,17300000
56,2,1978,2,7,17500000
72,3,1996,7,9,20800000
35,1,1989,4,5,10000000
64,3,1985,4,5,18000000
45,2,1980,2,5,16300000
83,3,1985,3,5,21648000
36,1,1987,2,5,13800000
60,3,1987,3,5,25000000
38,1,2001,8,12,10500000
38,1,2001,8,12,10500000
53,2,1980,7,9,19500000
109,4,1996,2,10,50000000
60,3,2016,9,12,18500000
40,1,1989,8,9,13000000
70,3,1996,6,9,25300000
54,2,1979,3,7,15300000
67,3,1957,5,5,27000000
67,3,1987,5,5,27000000
40,1,1980,9,9,12000000
80,3,1989,9,12,24300000
37,1,1996,9,10,12500000
80,3,1989,9,12,24300000
39,1,1989,8,9,13000000
100,3,2012,9,10,36500000
30,1,1968,4,4,10300000
70,3,1982,8,9,21500000
40,1,1987,2,5,13300000
65,2,1968,2,4,26500000
151,3,2011,2,9,41500000
40,1,1989,8,9,13000000
40,1,1987,2,5,13300000
38,1,1976,2,4,10300000
41,1,1987,4,9,11500000
83,4,1985,3,5,25000000
28,1,1974,4,4,8500000
53,2,1975,7,9,18700000
37,1,1976,1,4,20500000
94,4,1938,2,3,39000000
151,3,2011,2,9,41500000
75,3,1988,3,6,26850000
52,2,1981,4,5,18400000
85,4,1984,5,5,25500000
113,3,2008,8,9,29000000
207,4,2009,13,14,102000000
52,2,1980,3,9,20000000
66,3,1986,1,9,22000000
30,1,1965,3,4,10500000
77,3,1980,3,5,29100000
31,1,1979,4,5,9900000
87,3,2008,15,18,28500000
82,3,1970,3,5,40000000
38,1,1975,1,5,14500000
40,1,1987,2,5,13300000
129,3,2008,3,18,51925000
31,1,1979,3,5,9800000
53,2,1977,4,7,18990000
92,2,2008,5,18,45000000
47,1,2016,2,12,19750000
75,2,2016,3,12,31890000
70,2,1984,4,18,22000000
38,1,1976,2,4,10300000
66,3,2012,16,21,22300000
52,2,1983,4,5,18000000
44,2,1973,4,5,15300000
70,3,1978,3,5,29500000
32,1,1987,2,5,18000000
43,2,1984,5,5,13400000
40,2,1980,1,5,13500000
48,2,1987,3,5,16300000
96,4,1986,5,5,32000000
30,1,1969,4,4,13000000
53,2,1983,5,5,14900000
43,2,1974,5,5,12500000
30,1,1972,2,5,11800000
32,1,1972,2,5,12000000
120,3,2015,9,10,68000000
44,2,1978,4,5,14500000
44,2,1971,4,5,15300000
43,1,2012,10,21,14000000
76,4,1984,11,12,22500000
38,1,2001,8,13,10800000
109,3,2015,4,7,59000000
76,4,1979,1,5,18500000
40,1,1989,8,9,13000000
93,4,2013,17,21,30500000
38,2,1962,2,4,11850000
147,3,2015,4,12,49856000
52,2,1981,4,5,23000000
38,1,1976,2,4,10300000
56,2,2012,6,21,18300000
43,2,1965,1,4,14350000
31,1,1974,2,5,10500000
93,3,2011,19,21,28000000
43,2,1975,4,4,14350000
66,2,2012,14,21,21300000
45,2,1962,4,4,13400000
143,4,2011,21,21,39000000
42,2,1961,4,4,16000000
25,1,1968,1,4,11500000
37,1,1996,9,10,12500000
31,1,1979,4,5,9900000
45,2,1981,5,5,14000000
32,1,1980,2,5,11800000
43,2,1974,5,5,12500000
59,3,1975,5,5,16000000
30,1,1975,1,5,10500000
38,2,1962,2,4,11850000
43,2,1965,1,4,14350000
42,2,1979,2,5,14000000
31,1,1978,1,5,10000000
37,1,1996,9,10,12500000
31,1,1979,3,5,9800000
38,1,1976,2,4,10300000
82,4,1986,3,9,30000000
87,3,2017,5,12,32500000
73,2,2008,3,20,23400000
38,1,1976,2,4,10000000
30,1,1985,1,5,10700000
120,4,1975,6,8,38700000
31,1,1978,5,5,10000000
60,3,1979,5,5,24500000
40,1,1987,2,5,13300000
32,1,1974,2,5,11500000
40,1,1989,8,9,13000000
37,1,1996,9,10,12500000
40,1,1987,2,5,13300000
50,2,1976,6,7,20020200
68,3,1992,1,6,25000000
86,3,1973,5,5,25300000
33,1,1984,1,5,13000000
35,2,1962,2,4,14000000
42,2,1977,2,5,13800000
53,2,2012,17,18,20850000
85,4,1971,4,5,19947000
56,3,1974,5,5,15350000
65,2,2013,1,18,21100000
67,3,1970,3,4,18500000
65,3,1975,4,5,19350000
30,1,1980,4,5,10800000
53,2,2015,10,18,19850000
32,1,1972,5,5,12000000
65,3,1980,2,5,28350000
42,2,1979,2,5,15000000
70,3,2001,1,5,20000000
53,2,1990,2,5,16355000
59,2,2013,3,5,22500000
56,3,1981,1,5,13800000
118,3,2010,11,20,35000000
65,2,1985,8,18,23300000
95,4,2011,7,9,34500000
55,2,1975,5,5,18200000
42,1,1984,5,9,15700000
160,4,1980,5,8,82000000
83,3,1980,2,5,43500000
58,3,1969,2,4,19000000
58,3,1970,2,4,18300000
53,2,1989,9,9,17850000
42,1,1991,5,9,11300000
36,1,1965,1,3,15500000
63,3,1974,4,5,19100000
63,3,1972,1,5,17800000
93,3,2011,3,12,35000000
63,3,1978,4,5,19350000
86,2,2013,8,15,27500000
66,2,2011,4,9,23800000
75,3,1965,3,3,25000000
56,2,1977,4,7,18000000
113,3,2009,9,10,45000000
110,3,2012,9,9,41000000
80,3,2011,7,22,29500000
65,3,1978,2,5,20000000
59,3,1971,2,4,18000000
58,3,1974,2,4,19500000
42,1,1974,2,7,14990000
66,3,1973,4,5,20250000
60,3,1978,2,5,17850000
61,3,1972,3,4,19500000
66,3,1985,7,9,23400000
33,1,1979,4,5,9900000
59,3,1978,2,5,17500000
66,3,1973,4,5,20250000
31,1,1987,1,5,11000000
220,4,2013,6,6,298000000
126,3,2012,7,18,42000000
30,1,1968,4,4,10300000
136,3,2004,8,20,38500000
72,3,1986,7,9,23500000
56,2,1991,7,9,23950000
80,3,1989,9,12,24300000
58,3,1972,1,5,16738200
33,1,1977,4,4,11800000
38,1,2001,8,13,11000000
160,5,1981,4,5,55104000
31,1,1965,4,4,10500000
40,1,2004,7,10,14800000
50,2,1981,4,5,17000000
65,3,1981,5,5,16800000
30,1,1965,2,4,11300000
44,2,1976,2,5,12900000
30,1,1969,4,4,13000000
56,3,1975,1,5,19400000
54,2,1983,5,9,15000000
70,3,1980,3,5,34000000
63,3,1975,5,5,18800000
55,2,1984,2,5,16650000
65,3,1989,5,5,23800000
35,1,1988,6,6,12000000
58,3,1964,3,4,16300000
58,2,1973,2,4,20000000
39,1,1990,8,9,13700000
65,3,1974,1,5,18000000
53,2,1983,5,5,14850000
34,1,1980,4,5,14300000
32,1,1972,2,5,12000000
63,3,1981,2,5,18800000
49,2,1978,5,5,19500000
42,2,1977,5,5,14800000
58,3,1972,3,4,16800000
36,1,1979,3,5,17500000
56,2,1973,2,5,18300000
66,3,1981,6,9,22350000
70,3,1982,8,9,21500000
70,3,1986,4,5,33000000
60,3,1974,1,5,19500000
63,3,1962,3,4,18800000
100,3,1978,5,7,38700000
72,3,1969,1,5,27000000
64,2,1987,2,5,21700000
43,1,1978,6,7,15300000
73,3,1986,4,5,25500000
67,3,1980,1,9,19990000
113,3,2009,9,10,45000000
35,1,1985,4,5,14500000
58,3,1977,4,5,20500000
100,3,2011,9,9,38500000
110,3,2012,9,9,41000000
71,3,1961,3,4,22000000
40,1,1972,5,5,17000000
85,4,1983,5,5,25000000
87,3,2017,5,12,32500000
51,2,1987,5,5,13500000
65,3,1977,4,5,19999999
65,3,1977,4,5,20500000
95,4,2011,7,9,34500000
93,3,2011,3,12,35000000
80,3,2011,7,22,29500000
41,1,1985,8,9,14300000
40,1,1995,7,9,15300000
62,3,1971,4,4,18500000
67,3,1987,1,5,18500000
65,3,1978,4,5,20000000
90,4,1983,5,5,40000000
31,1,1965,3,4,11500000
59,3,1972,4,5,20300000
53,2,1971,2,5,17500000
59,3,1980,4,5,20300000
52,2,1984,1,5,15700000
59,3,1978,3,5,19700000
50,2,1985,5,5,18500000
47,1,1983,5,5,15300000
60,3,1973,1,5,17800000
58,3,1974,5,5,20500000
44,2,1965,3,5,13800000
46,2,1965,4,4,12500000
57,3,1968,2,5,17500000
57,3,1952,1,2,13350000
64,3,1973,1,4,18300000
60,3,1977,4,5,21300000
62,3,1971,4,4,18500000
55,3,1971,4,4,18300000
126,3,2012,7,18,42000000
58,3,1972,3,4,16800000
136,3,2004,8,20,38500000
45,1,1989,8,9,12000000
53,2,1983,3,5,16900000
80,3,1974,2,7,27000000
48,2,1987,3,5,16300000
38,1,1975,1,5,14500000
62,2,1983,2,5,20800000
40,2,1965,3,4,19500000
45,2,1963,1,4,14850000
220,5,2007,9,14,107000000
45,2,1975,3,5,16500000
52,2,1984,1,5,17900000
45,2,1979,4,5,16700000
63,4,1962,2,4,22000000
42,1,1989,2,5,15000000
60,3,1977,4,5,20500000
60,3,1977,4,5,20500000
66,2,2011,4,9,23800000
49,2,1987,5,5,15000000
24,1,1979,3,5,6500000
63,2,2012,6,22,23500000
71,3,1961,2,4,24000000
44,2,1976,4,4,13600000
51,2,1987,5,5,13500000
72,2,2012,4,18,22000000
72,2,2012,4,18,22000000
89,3,1998,2,10,33850000
75,3,1970,2,4,34768000
37,1,1976,2,4,10000000
31,1,1970,2,4,11000000
72,3,1986,2,9,24350000
93,3,1981,1,5,22350000
52,2,1982,4,5,16500000
52,2,1977,4,7,18800000
40,2,1980,1,5,13500000
48,2,1984,3,5,16300000
43,2,1980,2,5,14000000
49,2,1994,2,5,16800000
54,2,1981,1,5,14300000
140,3,2007,16,19,59040000
63,2,1960,1,3,18000000
32,1,1968,2,4,13000000
147,3,2015,4,12,49856000
73,2,2008,3,20,23400000
58,3,1972,1,5,15900000
33,1,1977,4,4,11800000
58,3,1972,1,5,15900000
57,3,1974,5,5,15000000
58,3,1972,3,4,16200000
60,2,1993,1,9,17500000
75,3,1992,10,12,27000000
76,4,1986,5,5,26000000
55,2,1973,2,5,18200000
71,3,1983,1,9,23500000
42,2,1976,3,5,14000000
45,1,2007,20,20,16500000
33,1,1963,3,4,12000000
63,3,1978,4,5,19350000
55,3,1978,5,5,15200000
113,3,2009,9,10,45000000
31,1,1970,4,4,11200000
45,2,1957,1,2,17000000
69,3,1985,5,9,25000000
56,2,1965,4,4,29000000
56,2,1965,4,4,29000000
72,2,2012,4,18,22000000
50,2,1977,8,8,19000000
76,2,2011,2,20,24000000
52,2,2016,4,21,24000000
52,2,1983,4,5,18000000
93,2,2011,10,18,27500000
39,1,1959,3,4,16325000
32,1,1978,4,5,11350000
37,1,1978,5,5,7300000
30,1,1972,4,5,12300000
51,2,1989,3,5,16900000
65,3,1980,2,5,28350000
33,1,1979,4,5,9800000
53,2,2015,10,18,19850000
65,3,1979,2,5,25000000
32,1,1973,1,4,9200000
96,2,2007,10,18,30000000
66,3,1956,2,3,39900000
123,3,2014,13,21,125000000
132,4,2010,14,16,49950000
82,2,1995,9,10,21000000
43,2,1980,5,5,14000000
45,1,2007,5,9,12000000
62,2,1970,5,5,25600000
132,3,2014,13,18,65000000
34,1,1966,3,4,11800000
85,2,2008,6,18,34000000
42,2,1979,2,5,15000000
53,2,1994,2,5,16800000
42,1,2000,5,9,14800000
62,3,1978,4,5,23000000
105,4,1982,4,9,42000000
73,3,1981,4,5,30000000
70,3,1978,3,5,30000000
40,1,1978,6,9,11900000
72,3,1993,6,12,20000000
50,2,1979,4,5,15000000
72,3,1978,2,5,29500000
130,3,2013,7,9,50000000
58,2,1982,1,5,16000000
56,2,1987,5,5,20500000
73,3,1987,4,9,19900000
58,3,1972,3,4,16800000
43,2,1974,5,5,12300000
44,2,1977,2,5,13900000
83,2,2011,7,18,30000000
48,1,2013,15,18,18200000
48,2,1971,2,5,17300000
78,3,1988,3,6,27000000
44,2,1967,3,4,13500000
31,1,1969,4,4,9800000
71,3,1983,1,9,24000000
43,2,1978,3,5,14300000
60,2,1985,2,5,18312000
53,2,1980,3,9,20000000
53,2,1981,4,5,18500000
72,3,1980,4,5,29300000
72,4,1974,4,5,20900000
40,2,1953,2,3,16500000
68,3,1986,6,9,23217000
56,2,2012,8,21,19000000
105,3,1984,9,9,42300000
172,7,1995,9,10,55000000
220,4,2015,7,8,103000000
85,4,1983,5,5,25000000
54,2,1985,5,5,17850000
70,3,1993,2,9,27500000
30,1,1961,4,4,10000000
60,3,1985,5,5,16500000
39,1,1989,2,9,10200000
75,2,2008,4,20,42000000
83,3,1980,2,5,43500000
53,2,1980,3,9,20000000
45,2,1975,4,5,14000000
33,1,1974,1,5,10900000
65,3,1983,1,5,35000000
65,4,1965,2,4,21800000
38,1,1978,4,5,17000000
33,1,1963,3,4,12300000
53,2,1983,3,5,17300000
56,3,1975,5,5,14900000
44,2,1972,4,4,14000000
80,3,2012,8,18,33000000
53,2,1983,5,5,14500000
140,3,2011,10,20,40000000
58,2,2008,15,20,20500000
90,2,2007,6,18,27000000
36,1,1980,4,5,15696000
83,3,2015,6,9,27500000
54,2,1960,4,4,18000000
57,2,1977,4,7,21000000
65,3,1980,2,5,28350000
42,2,1979,2,5,15000000
60,3,1978,2,5,18800000
67,3,1979,5,5,22900000
68,3,1980,2,5,28000000
83,2,2011,5,15,28500000
73,3,1989,2,9,21909000
31,1,1971,2,5,10600000
218,4,2014,5,6,355000000
40,2,1960,4,4,15000000
45,2,1973,4,5,16000000
53,2,1983,2,5,16000000
80,3,2012,12,18,33000000
40,1,1982,5,9,13600000
66,1,2017,3,10,19092150
53,2,1971,2,5,17300000
33,1,1980,2,5,12500000
50,2,1953,1,2,12000000
58,3,1953,1,2,14000000
90,3,1983,3,5,25000000
45,2,1963,4,4,16500000
27,1,2016,13,13,12500000
43,2,1973,3,4,14000000
73,3,1973,4,5,24000000
28,1,2016,13,13,12500000
124,4,2003,6,7,48000000
64,3,1963,4,5,25700000
65,3,1978,5,5,18500000
84,2,2015,13,16,48750000
53,2,1990,2,5,16355000
36,1,1974,1,5,14000000
53,2,2016,10,15,16500000
53,2,2016,10,15,16500000
85,3,1972,4,5,33000000
86,2,2013,8,15,27500000
38,1,1974,1,5,14500000
42,1,1992,5,9,11300000
94,4,1986,8,9,29000000
70,3,1979,6,8,31000000
57,2,1986,3,9,21000000
72,3,1993,3,5,25700000
75,3,1977,2,5,27500000
120,3,2009,3,22,55250000
30,1,1979,4,5,10000000
33,1,1971,5,5,10800000
60,3,1970,4,5,22000000
85,3,1972,4,5,33000000
36,1,1988,2,5,13500000
58,2,1977,8,8,30000000
32,1,1972,4,5,12000000
53,2,1980,4,5,18000000
90,3,2007,17,18,29000000
30,1,1964,2,4,11300000
70,3,1980,2,5,27800000
52,2,1985,6,9,18350000
86,3,1975,1,5,34800000
50,2,1991,4,9,21350000
82,3,2008,10,10,22000000
75,3,2006,4,9,20000000
66,3,1985,7,9,23400000
40,1,1984,4,5,14000000
85,3,1975,2,5,32400000
52,2,1993,4,9,22000000
75,3,2006,9,9,18000000
43,2,1976,3,5,15000000
100,3,2012,10,12,30000000
91,4,1978,5,5,37500000
93,4,1994,4,5,34000000
75,3,2006,8,9,20000000
83,3,2012,15,21,27000000
33,1,1977,4,4,11800000
97,3,2017,9,12,45000000
72,3,1986,7,9,23500000
33,1,1978,4,5,12400000
61,2,2012,10,18,19500000
76,3,2007,5,9,22000000
72,2,2012,2,18,23000000
120,3,2015,12,12,36000000
11,3,2007,12,13,38000000
75,3,2008,2,9,19700000
70,3,1974,5,5,23500000
93,4,1977,5,8,39930000
70,3,1982,4,5,31000000
70,3,2000,4,6,27000000
32,1,2001,1,5,10000000
88,3,2007,8,20,30500000
48,2,1987,3,5,16300000
60,3,1982,5,5,25000000
62,2,2012,16,18,21500000
